Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed,cbsa_str,Facility ID,Facility Name,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Safety Group Measure Count,READM Group Measure Count,Pt Exp Group Measure Count,TE Group Measure Count,AREA,AREA_TITLE_msa,PRIM_STATE_msa,TOT_EMP_msa,JOBS_1000_msa,A_MEAN_msa,H_MEAN_msa,PRIM_STATE,TOT_EMP_state,JOBS_1000_state,A_MEAN_state,H_MEAN_state,rn_emp_best,rn_jobs_per_1000_best,rn_wage_best,rn_hourly_best
192008,SAGE SPECIALTY CARE HOSPITAL,LA,12940.0,12940.0,2023-09-01,2024-08-31,,7673.0,59.0,,,12940.0,192008,SAGE SPECIALTY HOSPITAL,LA,70726,Long-term,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,14454.0,14454.0,2022-10-01,2023-09-30,8790.89,230457.0,705.0,38.14546748417276,12.469347517730496,14454.0,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,2215,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,MA,90190.0,24.759,112610.0,54.14,90190.0,24.759,112610.0,54.14
264004,FULTON STATE HOSPITAL,MO,27620.0,27620.0,2023-07-01,2024-06-30,110.95,17698.0,49.0,6.269069951406939,2.2642857142857142,27620.0,264004,CENTER FOR BEHAVIORAL MEDICINE,MO,65251,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
264007,N.W. MO PSYCHIATRIC REHAB CTR,MO,41140.0,41140.0,2023-07-01,2024-06-30,206.5,39435.0,108.0,5.236465069101052,1.912037037037037,41140.0,264007,NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR,MO,64502,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
264010,ST. LOUIS FORENSIC TREATMENT CENTER,MO,41180.0,41180.0,2023-07-01,2024-06-30,,91491.0,255.0,,,41180.0,264010,ST LOUIS FORENSIC TREATMENT CENTER,MO,63139,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
330214,NYU LANGONE HOSPITALS,NY,35614.0,35614.0,2023-09-01,2024-08-31,23418.47,540025.0,1609.0,43.36552937364012,14.554673710379118,35614.0,330214,NYU LANGONE HOSPITALS,NY,10016,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
450865,ASCENSION SETON SOUTHWEST,TX,12420.0,12420.0,2023-07-01,2024-06-30,91.47,1190.0,28.0,76.86554621848738,3.266785714285714,12420.0,450865,ASCENSION SETON  SOUTHWEST,TX,78737,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
454076,UNIV OF TX HLTH SCIENCE CTR HOUSTON,TX,26420.0,26420.0,2023-09-01,2024-08-31,937.62,157385.0,538.0,5.957492772500555,1.7427881040892192,26420.0,454076,HARRIS COUNTY PSYCHIATRIC CENTER,TX,77021,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
520116,WATERTOWN REGIONAL MEDICAL CENTER,WI,99952.0,99952.0,2023-09-01,2024-08-31,492.56,6114.0,76.0,80.5626431141642,6.481052631578947,99952.0,520116,WATERTOWN MEMORIAL HOSPITAL,WI,53098,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
521300,ASPIRUS EAGLE RIVER HOSPITAL,WI,99952.0,99952.0,2023-07-01,2024-06-30,67.6,2676.0,14.0,25.261584454409565,4.828571428571428,99952.0,521300,ASPIRUS EAGLE RIVER HOSPITAL,WI,54521,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
521339,ASPIRUS MERRILL HOSPITAL,WI,48140.0,48140.0,2023-07-01,2024-06-30,93.15,2309.0,12.0,40.342139454309226,7.7625,48140.0,521339,ASPIRUS MERRILL HOSPITAL,WI,54452,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
670056,ASCENSION SETON HAYS,TX,12420.0,12420.0,2023-07-01,2024-06-30,783.21,49635.0,173.0,15.77938954366878,4.527225433526012,12420.0,670056,ASCENSION  SETON HAYS,TX,78640,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
034025,THE HEALING PLACE,AZ,39150.0,39150.0,2023-07-01,2024-06-30,32.2,4568.0,24.0,7.049036777583188,1.3416666666666668,39150.0,034025,THE HEALING PLACE,AZ,86301,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,AZ,64430.0,20.155,95230.0,45.79,64430.0,20.155,95230.0,45.79
150157,ASCENSION ST. VINCENT CARMEL,IN,26900.0,26900.0,2023-07-01,2024-06-30,484.26,24873.0,124.0,19.469304064648416,3.905322580645161,26900.0,150157,ASCENSION ST VINCENT CARMEL,IN,46032,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
150181,ASCENSION ST. VINCENT FISHERS,IN,26900.0,26900.0,2023-07-01,2024-06-30,145.31,3258.0,46.0,44.600982197667285,3.158913043478261,26900.0,150181,ASCENSION ST VINCENT FISHERS,IN,46037,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
334046,CAPITAL DISTRICT P.C.,NY,10580.0,10580.0,2023-04-01,2024-03-31,482.53,35845.0,135.0,13.461570651415816,3.5742962962962963,10580.0,334046,CAPITAL DISTRICT PSYCH CENTER,NY,12208,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
453301,DRISCOLL CHILDRENS HOSPITAL,TX,18580.0,18580.0,2023-09-01,2024-08-31,2219.83,31279.0,225.0,70.96870104542984,9.86591111111111,18580.0,453301,DRISCOLL CHILDRENS HOSPITAL,TX,78411,Childrens,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
460039,BEAR RIVER VALLEY HOSPITAL,UT,36260.0,36260.0,2023-01-01,2023-12-31,112.64,782.0,16.0,144.0409207161125,7.04,36260.0,460039,BEAR RIVER VALLEY HOSPITAL,UT,84337,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12,,,,,,,,UT,25780.0,15.078,88240.0,42.42,25780.0,15.078,88240.0,42.42
471304,NORTH COUNTRY HOSPITAL & HEALTH CTR,VT,99947.0,99947.0,2022-10-01,2023-09-30,348.82,5835.0,25.0,59.78063410454156,13.9528,99947.0,471304,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,VT,5855,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12,,,,,,,,VT,7240.0,23.793,92710.0,44.57,7240.0,23.793,92710.0,44.57
504002,BHC FAIRFAX HOSPITAL,WA,42644.0,42644.0,2023-09-01,2024-08-31,344.35,59181.0,221.0,5.818590425981312,1.5581447963800903,42644.0,504002,BHC FAIRFAX HOSPITAL,WA,98034,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,WA,64690.0,18.275,115740.0,55.64,64690.0,18.275,115740.0,55.64
271326,BEARTOOTH BILLINGS CLINIC,MT,13740.0,13740.0,2023-07-01,2024-06-30,81.15,1237.0,10.0,65.60226354082458,8.115,13740.0,271326,BEARTOOTH BILLINGS CLINIC,MT,59068,Critical Access Hospitals,Voluntary non-profit - Private,No,,,16,7,8,11,8,12,,,,,,,,MT,10540.0,20.666,88480.0,42.54,10540.0,20.666,88480.0,42.54
334001,HUTCHINGS P.C.,NY,45060.0,45060.0,2023-04-01,2024-03-31,473.45,32041.0,119.0,14.776380262788305,3.9785714285714286,45060.0,334001,HUTCHINGS PSYCHIATRIC CTR,NY,13210,Psychiatric,Government - State,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
334012,GREATER BINGHAMTON H.C.,NY,13780.0,13780.0,2023-04-01,2024-03-31,380.08,24849.0,111.0,15.295585335425972,3.424144144144144,13780.0,334012,GREATER BINGHAMTON HEALTH CENTER,NY,13901,Psychiatric,Government - State,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
370218,SAINT FRANCIS HOSPITAL SOUTH,OK,46140.0,46140.0,2023-07-01,2024-06-30,647.21,26208.0,104.0,24.69513125763126,6.223173076923077,46140.0,370218,"SAINT FRANCIS HOSPITAL SOUTH, LLC",OK,74133,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,OK,32870.0,19.426,85800.0,41.25,32870.0,19.426,85800.0,41.25
384008,OREGON STATE HOSPITAL,OR,41420.0,41420.0,2023-07-01,2024-06-30,2412.65,192958.0,577.0,12.503498170586344,4.181369150779896,41420.0,384008,OREGON STATE HOSPITAL DISTINCT PART,OR,97310,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,OR,39900.0,20.3,120470.0,57.92,39900.0,20.3,120470.0,57.92
390219,LATROBE AREA HOSPITAL,PA,38300.0,38300.0,2023-07-01,2024-06-30,702.0,27360.0,115.0,25.657894736842103,6.104347826086957,38300.0,390219,EXCELA HEALTH LATROBE HOSPITAL,PA,15650,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12,,,,,,,,PA,146840.0,24.415,90830.0,43.67,146840.0,24.415,90830.0,43.67
450229,HENDRICK MEDICAL CENTER,TX,10180.0,10180.0,2023-09-01,2024-08-31,2466.79,113585.0,533.0,21.71756834089008,4.62812382739212,10180.0,450229,HENDRICK MEDICAL CENTER,TX,79601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
670112,CUMBERLAND SURGICAL HOSPITAL,TX,41700.0,41700.0,2023-09-01,2024-08-31,144.49,1037.0,25.0,139.33461909353906,5.7796,41700.0,670112,LEGENT ORTHOPEDIC + SPINE,TX,78249,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
670265,LEGENT ORTHOPEDIC HOSPITAL CARROLLTO,TX,23104.0,23104.0,2023-09-01,2024-08-31,107.45,1600.0,22.0,67.15625,4.884090909090909,23104.0,670265,LEGENT ORTHOPEDIC HOSPITAL,TX,76051,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
140185,MEMORIAL HOSPITAL,IL,41180.0,41180.0,2023-01-01,2023-12-31,1572.9,74656.0,300.0,21.06863480497214,5.243,41180.0,140185,MEMORIAL HOSPITAL,IL,62226,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
141330,HOPEDALE MEDICAL COMPLEX,IL,37900.0,37900.0,2023-07-01,2024-06-30,215.3,1544.0,25.0,139.44300518134716,8.612,37900.0,141330,HOPEDALE HOSPITAL,IL,61747,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,35614.0,35614.0,2023-01-01,2023-12-31,6606.04,229755.0,769.0,28.75254074992927,8.590429128738622,35614.0,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,7601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,NJ,95150.0,22.387,106990.0,51.44,95150.0,22.387,106990.0,51.44
334045,ELMIRA P.C.,NY,21300.0,21300.0,2023-04-01,2024-03-31,354.15,20252.0,80.0,17.487161761801303,4.426875,21300.0,334045,ELMIRA PSYCH CENTER,NY,14901,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
334060,KIRBY FORENSIC P.C.,NY,35614.0,35614.0,2023-04-01,2024-03-31,637.24,73522.0,207.0,8.667337667636899,3.0784541062801933,35614.0,334060,KIRBY FORENSIC PSYCHIATRIC CENTER,NY,10035,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
374008,JIM TALIAFERRO COMM MENTAL HLTH CNTR,OK,30020.0,30020.0,2023-07-01,2024-06-30,256.0,4602.0,14.0,55.62798783137767,18.285714285714285,30020.0,374008,JIM TALIAFERRO COMM MENTAL HEALTH CTR,OK,73505,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,OK,32870.0,19.426,85800.0,41.25,32870.0,19.426,85800.0,41.25
440081,LECONTE MEDICAL CENTER,TN,99944.0,99944.0,2023-01-01,2023-12-31,430.0,16873.0,60.0,25.48450186688793,7.166666666666667,99944.0,440081,LECONTE MEDICAL CENTER,TN,37862,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,TN,67990.0,20.765,82010.0,39.43,67990.0,20.765,82010.0,39.43
450033,VALLEY BAPTIST MEDICAL CENTER,TX,15180.0,15180.0,2023-09-01,2024-08-31,1233.84,100545.0,368.0,12.27152021482918,3.3528260869565214,15180.0,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,TX,78550,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
450044,UT SOUTHWESTERN UNIVERSITY HOSP,TX,19124.0,19124.0,2023-09-01,2024-08-31,8092.88,212339.0,728.0,38.11301739200053,11.116593406593406,19124.0,450044,UT OF TEXAS  SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,TX,75390,Acute Care Hospitals,Government - State,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
450346,BAPTIST BEAUMONT HOSPITAL,TX,13140.0,13140.0,2023-09-01,2024-08-31,1535.54,73540.0,338.0,20.880337231438677,4.54301775147929,13140.0,450346,BAPTIST BEAUMONT HOSPITAL,TX,77701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
450403,MEDICAL CITY MCKINNEY,TX,19124.0,19124.0,2023-09-01,2024-08-31,949.38,67210.0,206.0,14.125576551108466,4.608640776699029,19124.0,450403,MEDICAL CENTER OF MCKINNEY,TX,75069,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
524002,WINNEBAGO MENTAL HEALTH INSTITUTE,WI,36780.0,36780.0,2023-07-01,2024-06-30,749.1,63691.0,335.0,11.761473363583551,2.2361194029850746,36780.0,524002,WINNEBAGO MENTAL HEALTH INSTITUTE,WI,54985,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
030101,WESTERN ARIZONA REGIONAL MEDICAL CEN,AZ,29420.0,29420.0,2023-09-01,2024-08-31,396.62,19122.0,92.0,20.741554230729005,4.31108695652174,29420.0,030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,86442,Acute Care Hospitals,Proprietary,Yes,,2.0,,7,8,11,8,12,,,,,,,,AZ,64430.0,20.155,95230.0,45.79,64430.0,20.155,95230.0,45.79
140130,NORTHWESTERN LAKE FOREST HOSPITAL,IL,29404.0,29404.0,2023-09-01,2024-08-31,1521.0,48989.0,126.0,31.04778623772684,12.071428571428571,29404.0,140130,NORTHWESTERN LAKE FOREST HOSPITAL,IL,60045,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,16984.0,16984.0,2023-09-01,2024-08-31,6854.01,308341.0,944.0,22.22866890877308,7.260603813559322,16984.0,140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,60611,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
150010,ASCENSION ST. VINCENT KOKOMO,IN,29020.0,29020.0,2023-07-01,2024-06-30,414.24,17557.0,111.0,23.59400808794213,3.731891891891892,29020.0,150010,ASCENSION ST VINCENT KOKOMO,IN,46904,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
150100,ASCENSION ST. VINCENT EVANSVILLE,IN,21780.0,21780.0,2023-07-01,2024-06-30,1385.49,57436.0,314.0,24.122327460129533,4.412388535031847,21780.0,150100,ASCENSION ST VINCENT EVANSVILLE,IN,47750,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
180080,BAPTIST HEALTH CORBIN,KY,99918.0,99918.0,2023-09-01,2024-08-31,1044.43,43035.0,205.0,24.269315673289185,5.094780487804878,99918.0,180080,BAPTIST HEALTH CORBIN,KY,40701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,KY,48170.0,24.163,83900.0,40.34,48170.0,24.163,83900.0,40.34
190164,BYRD REGIONAL HOSPITAL,LA,99919.0,99919.0,2023-08-01,2024-07-31,359.97,4560.0,39.0,78.94078947368422,9.23,99919.0,190164,BYRD REGIONAL HOSPITAL,LA,71446,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
321312,ALTA VISTA REGIONAL HOSPITAL,NM,99932.0,99932.0,2023-09-01,2024-08-31,117.7,804.0,25.0,146.39303482587064,4.708,99932.0,321312,ALTA VISTA REGIONAL HOSPITAL,NM,87701,Critical Access Hospitals,Proprietary,Yes,,,16,7,8,11,8,12,,,,,,,,NM,17510.0,20.343,94360.0,45.37,17510.0,20.343,94360.0,45.37
420030,COLLETON MEDICAL CENTER,SC,99942.0,99942.0,2023-01-01,2023-12-31,255.04,9078.0,102.0,28.09429389733421,2.500392156862745,99942.0,420030,COLLETON MEDICAL CENTER,SC,29488,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,SC,50300.0,22.143,84930.0,40.83,50300.0,22.143,84930.0,40.83
431318,BOWDLE HOSPITAL,SD,99943.0,99943.0,2023-07-01,2024-06-30,37.23,664.0,12.0,56.06927710843373,3.1025,99943.0,431318,BOWDLE HOSPITAL - CAH,SD,57428,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,SD,14500.0,32.017,72210.0,34.72,14500.0,32.017,72210.0,34.72
090003,HOWARD UNIVERSITY HOSPITAL,DC,47894.0,47894.0,2023-07-01,2023-12-31,1607.01,20381.0,234.0,78.84843727000637,6.867564102564103,47894.0,090003,HOWARD UNIVERSITY HOSPITAL CORP,DC,20060,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,1.0,,7,8,11,8,12,,,,,,,,DC,9790.0,13.81,109240.0,52.52,9790.0,13.81,109240.0,52.52
171330,HOSPITAL DIST NO 1 OF RICE COUNTY,KS,99917.0,99917.0,2023-05-01,2024-04-30,110.45,5597.0,25.0,19.733785956762556,4.418,99917.0,171330,HOSPITAL DISTRICT #1 OF RICE COUNTY,KS,67554,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,16,7,8,11,8,12,,,,,,,,KS,32640.0,22.805,79430.0,38.19,32640.0,22.805,79430.0,38.19
264005,SMMHC,MO,99926.0,99926.0,2023-07-01,2024-06-30,773.72,119199.0,348.0,6.490994051963524,2.2233333333333336,99926.0,264005,SOUTHEAST MISSOURI MENTAL HLTH CTR,MO,63640,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,MO,74270.0,25.452,81950.0,39.4,74270.0,25.452,81950.0,39.4
334048,THE NEW YORK GRACIE SQUARE HOSPITAL,NY,35614.0,35614.0,2023-01-01,2023-12-31,382.9,43688.0,140.0,8.764420435817614,2.735,35614.0,334048,GRACIE SQUARE HOSP,NY,10021,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
334054,MANHATTAN P.C.,NY,35614.0,35614.0,2023-04-01,2024-03-31,662.83,62182.0,259.0,10.659515615451417,2.559189189189189,35614.0,334054,MANHATTAN PSYCHIATRIC CENTER,NY,10035,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
334061,MID-HUDSON P.C.,NY,39100.0,39100.0,2023-04-01,2024-03-31,713.27,100144.0,285.0,7.122443681099217,2.502701754385965,39100.0,334061,MID HUDSON FORENSIC PSYCHIATRIC CTR,NY,10958,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
433300,LIFESCAPE,SD,,,2023-07-01,2024-06-30,,,,,,,433300,LIFESCAPE,SD,57105,Childrens,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,SD,14500.0,32.017,72210.0,34.72,14500.0,32.017,72210.0,34.72
450101,HILLCREST BAPTIST MEDICAL CENTER,TX,47380.0,47380.0,2023-09-01,2024-08-31,1864.34,68698.0,236.0,27.138199074208856,7.899745762711864,47380.0,450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,TX,76712,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
451350,PLAINS MEMORIAL HOSPITAL,TX,99945.0,99945.0,2022-10-01,2023-09-30,93.64,934.0,17.0,100.25695931477516,5.508235294117647,99945.0,451350,PLAINS MEMORIAL HOSPITAL,TX,79027,Critical Access Hospitals,Government - Local,No,,,16,7,8,11,8,12,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
150044,BAPTIST HEALTH FLOYD,IN,31140.0,31140.0,2023-09-01,2024-08-31,1511.83,61774.0,254.0,24.473564930229543,5.952086614173228,31140.0,150044,BAPTIST HEALTH FLOYD,IN,47150,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
150088,ASCENSION ST. VINCENT ANDERSON,IN,26900.0,26900.0,2023-07-01,2024-06-30,535.12,23194.0,136.0,23.07148400448392,3.934705882352941,26900.0,150088,ASCENSION ST VINCENT ANDERSON,IN,46016,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,IN,68950.0,21.638,85850.0,41.27,68950.0,21.638,85850.0,41.27
161327,DAVIS COUNTY HOSPITAL,IA,99916.0,99916.0,2023-07-01,2024-06-30,140.4,737.0,25.0,190.5020352781547,5.6160000000000005,99916.0,161327,DAVIS COUNTY HOSPITAL,IA,52537,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12,,,,,,,,IA,33480.0,21.438,77780.0,37.39,33480.0,21.438,77780.0,37.39
180103,BAPTIST HEALTH LEXINGTON,KY,30460.0,30460.0,2023-09-01,2024-08-31,2371.47,105570.0,434.0,22.46348394430236,5.464216589861751,30460.0,180103,BAPTIST HEALTH LEXINGTON,KY,40503,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,KY,48170.0,24.163,83900.0,40.34,48170.0,24.163,83900.0,40.34
460013,MOUNTAIN VIEW HOSPITAL,UT,39340.0,39340.0,2023-09-01,2024-08-31,255.61,11082.0,119.0,23.06533116765927,2.147983193277311,39340.0,460013,MOUNTAIN VIEW HOSPITAL,UT,84651,Acute Care Hospitals,Proprietary,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,UT,25780.0,15.078,88240.0,42.42,25780.0,15.078,88240.0,42.42
510055,CABELL HUNTINGTON HOSPITAL,WV,26580.0,26580.0,2022-10-01,2023-09-30,2555.53,89710.0,335.0,28.486567829673398,7.62844776119403,26580.0,510055,"CABELL HUNTINGTON HOSPITAL, INC",WV,25701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,WV,21740.0,30.996,80650.0,38.77,21740.0,30.996,80650.0,38.77
030013,YUMA REGIONAL MEDICAL CENTER,AZ,49740.0,49740.0,2022-10-01,2023-09-30,2258.54,54143.0,430.0,41.71434903865689,5.2524186046511625,49740.0,030013,YUMA REGIONAL MEDICAL CENTER,AZ,85364,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,AZ,64430.0,20.155,95230.0,45.79,64430.0,20.155,95230.0,45.79
