Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed
100073,HOLY CROSS HOSPITAL,FL,22744.0,22744,2023-07-01,2024-06-30,2633.9,63639.0,286.0,41.38814249123965,9.20944055944056
100086,BROWARD HEALTH NORTH,FL,22744.0,22744,2023-07-01,2024-06-30,1384.81,61683.0,304.0,22.450432047727897,4.555296052631578
100113,UF HEALTH SHANDS,FL,23540.0,23540,2023-07-01,2024-06-30,8042.01,316789.0,994.0,25.38601403457822,8.090553319919517
110031,SPALDING REGIONAL HOSPITAL,GA,12060.0,12060,2023-07-01,2024-06-30,730.38,38529.0,170.0,18.95663007085572,4.296352941176471
110198,NORTH FULTON REGIONAL HOSPITAL,GA,12060.0,12060,2023-07-01,2024-06-30,1032.44,54317.0,178.0,19.00767715448202,5.800224719101124
114013,WEST CENTRAL GA REGIONAL HOSPITAL,GA,17980.0,17980,2023-07-01,2024-06-30,500.0,9701.0,40.0,51.541078239356764,12.5
114019,GEORGIA REGIONAL HOSPITAL AT ATLANTA,GA,12060.0,12060,2023-07-01,2024-06-30,880.0,39882.0,114.0,22.065092021463315,7.719298245614035
114028,GA REGIONAL HOSPITAL AT SAVANNAH,GA,42340.0,42340,2023-07-01,2024-06-30,337.0,25411.0,112.0,13.261973161229388,3.0089285714285716
114029,EAST CENTRAL REGIONAL HOSPITAL,GA,12260.0,12260,2023-07-01,2024-06-30,639.0,27654.0,110.0,23.106964634410936,5.8090909090909095
130013,ST. ALPHONSUS MEDICAL CENTER - NAMP,ID,14260.0,14260,2023-07-01,2024-06-30,893.35,26920.0,96.0,33.18536404160476,9.305729166666667
161317,COMPASS MEMORIAL HEALTHCARE,IA,99916.0,99916,2023-07-01,2024-06-30,165.27,1734.0,25.0,95.31141868512111,6.6108
190027,ST. PATRICK HOSPITAL,LA,29340.0,29340,2023-07-01,2024-06-30,610.23,23728.0,100.0,25.71771746459879,6.1023000000000005
190312,OUR LADY OF THE ANGELS HOSPITAL MC,LA,99919.0,99919,2023-07-01,2024-06-30,333.92,5295.0,36.0,63.0632672332389,9.275555555555556
210023,ANNE ARUNDEL MEDICAL CENTER INC.,MD,12580.0,12580,2023-07-01,2024-06-30,2463.42,116298.0,400.0,21.181963576329775,6.15855
230089,COREWELL HEALTH - GROSSE POINTE,MI,19804.0,19804,2023-07-01,2024-06-30,1206.23,43305.0,248.0,27.854289343031983,4.863830645161291
230303,MUNSON HEALTHCARE MANISTEE HOSPITAL,MI,99923.0,99923,2023-07-01,2024-06-30,171.17,2174.0,45.0,78.73505059797607,3.8037777777777775
281361,LEXINGTON REGIONAL HEALTH CENTER,NE,99928.0,99928,2023-07-01,2024-06-30,201.99,2386.0,25.0,84.6563285834032,8.079600000000001
320002,ST. VINCENT HOSPITAL,NM,42140.0,42140,2023-07-01,2024-06-30,2001.61,46871.0,171.0,42.704657464103605,11.7053216374269
330231,QUEENS HOSPITAL CENTER,NY,35614.0,35614,2023-07-01,2024-06-30,2350.55,61988.0,200.0,37.919436019874816,11.75275
330240,HARLEM HOSPITAL CENTER,NY,35614.0,35614,2023-07-01,2024-06-30,2354.86,58763.0,217.0,40.07385599782176,10.85188940092166
341311,CHATHAM HOSPITAL  INC,NC,20500.0,20500,2023-07-01,2024-06-30,154.0,4363.0,25.0,35.29681411872565,6.16
351324,MERCY HOSPITAL OF VALLEY CITY,ND,99935.0,99935,2023-07-01,2024-06-30,53.2,2487.0,25.0,21.39123441897869,2.128
351334,MERCY MEDICAL CENTER,ND,99935.0,99935,2023-07-01,2024-06-30,288.04,4683.0,25.0,61.50758061071963,11.521600000000001
381305,BLUE MOUNTAIN HOSPITAL DISTRICT,OR,99938.0,99938,2023-07-01,2024-06-30,126.58,1631.0,16.0,77.60882893930105,7.91125
381316,PEACE HARBOR HOSPITAL,OR,21660.0,21660,2023-07-01,2024-06-30,382.05,3546.0,21.0,107.74111675126905,18.192857142857143
390035,QUAKERTOWN COMMUNITY HOSPITAL,PA,33874.0,33874,2023-07-01,2024-06-30,735.72,29472.0,110.0,24.96335504885994,6.688363636363636
390093,CLARION HOSPITAL,PA,99939.0,99939,2023-07-01,2024-06-30,281.4,4399.0,59.0,63.9690838827006,4.769491525423728
390198,MILLCREEK COMMUNITY HOSPITAL,PA,21500.0,21500,2023-07-01,2024-06-30,404.14,19726.0,124.0,20.4876812328906,3.259193548387097
393025,BRYN MAWR REHABILITATION HOSPITAL,PA,33874.0,33874,2023-07-01,2024-06-30,528.61,33141.0,148.0,15.95033342385565,3.5716891891891893
400124,CORPORACION DEL CENTRO CARDIOVASCULA,PR,41980.0,41980,2023-07-01,2024-06-30,454.43,24978.0,164.0,18.193210024821845,2.7709146341463415
444001,MEMPHIS MENTAL HLTH INSTITUTE,TN,32820.0,32820,2023-07-01,2024-06-30,186.0,12957.0,55.0,14.355174808983561,3.381818181818182
444002,MOCCASIN BEND MENTAL HLTH INSTITUTE,TN,16860.0,16860,2023-07-01,2024-06-30,393.0,40475.0,165.0,9.709697344039531,2.381818181818182
450801,CHRISTUS ST MICHAEL,TX,45500.0,45500,2023-07-01,2024-06-30,1651.32,63657.0,275.0,25.94090202177294,6.0047999999999995
453036,BAYLOR INSTITUTE FOR REHABILITATION,TX,19124.0,19124,2023-07-01,2024-06-30,314.84,29872.0,92.0,10.53963577932512,3.422173913043478
500064,HARBORVIEW MEDICAL CENTER,WA,42644.0,42644,2023-07-01,2024-06-30,4503.94,132238.0,406.0,34.059347540041436,11.093448275862068
014007,BRYCE HOSPITAL,AL,46220.0,46220,2023-07-01,2024-06-30,704.81,32047.0,98.0,21.993010266171556,7.191938775510203
030010,CARONDELET ST. MARYS HOSPITAL,AZ,46060.0,46060,2023-07-01,2024-06-30,643.32,40621.0,357.0,15.837128578813916,1.8020168067226892
030022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,38060.0,38060,2023-07-01,2024-06-30,3023.25,71884.0,298.0,42.057342384953536,10.145134228187919
030023,FLAGSTAFF MEDICAL CENTER,AZ,22380.0,22380,2023-07-01,2024-06-30,1610.54,57532.0,242.0,27.993812139331155,6.655123966942148
040026,ST. VINCENT HOT SPRINGS,AR,26300.0,26300,2023-07-01,2024-06-30,1029.96,56860.0,206.0,18.11396412240591,4.999805825242719
050028,MAD RIVER COMMUNITY HOSPITAL,CA,99905.0,99905,2023-07-01,2024-06-30,415.31,3928.0,49.0,105.73065173116089,8.475714285714286
050038,SANTA CLARA VALLEY MEDICAL CENTER,CA,41940.0,41940,2023-07-01,2024-06-30,6796.68,190362.0,863.0,35.703974532732374,7.875643105446119
050082,ST. JOHNS REGIONAL MEDICAL CENTER,CA,37100.0,37100,2023-07-01,2024-06-30,1515.21,67630.0,298.0,22.40440632855242,5.084597315436242
050093,ST. AGNES MEDICAL CENTER,CA,23420.0,23420,2023-07-01,2024-06-30,2635.04,117725.0,384.0,22.38301125504353,6.8620833333333335
050102,DOCTORS HOSPITAL OF RIVERSIDE,CA,40140.0,40140,2023-07-01,2024-06-30,644.29,24837.0,193.0,25.940733582960902,3.3382901554404145
050107,MARIAN MEDICAL CENTER,CA,42200.0,42200,2023-07-01,2024-06-30,1856.65,63467.0,238.0,29.253785431799205,7.8010504201680675
050132,SAN GABRIEL VALLEY MEDICAL CENTER,CA,31084.0,31084,2023-07-01,2024-06-30,583.33,31449.0,187.0,18.548443511717384,3.1194117647058826
050226,ANAHEIM REGIONAL MEDICAL CENTER,CA,11244.0,11244,2023-07-01,2024-06-30,689.18,29266.0,223.0,23.548827991526,3.0904932735426005
050245,ARROWHEAD REGIONAL MEDICAL CENTER,CA,40140.0,40140,2023-07-01,2024-06-30,3360.02,114316.0,366.0,29.39238601770531,9.180382513661202
050281,ALHAMBRA HOSPITAL,CA,31084.0,31084,2023-07-01,2024-06-30,506.75,20425.0,101.0,24.810281517747857,5.017326732673268
050289,SETON MEDICAL CENTER,CA,41884.0,41884,2023-07-01,2024-06-30,525.02,23593.0,188.0,22.253210698088417,2.792659574468085
050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM,CA,40140.0,40140,2023-07-01,2024-06-30,3902.0,130715.0,423.0,29.851202998890717,9.224586288416075
050373,LOS ANGELES GENERAL MEDICAL CENTER,CA,31084.0,31084,2023-07-01,2024-06-30,7297.94,155531.0,564.0,46.922735660414965,12.939609929078014
050376,HARBOR-UCLA MEDICAL CENTER,CA,31084.0,31084,2023-07-01,2024-06-30,4441.16,98913.0,374.0,44.89965929655353,11.87475935828877
050567,MISSION HOSPITAL REG MEDICAL CENTER,CA,11244.0,11244,2023-07-01,2024-06-30,1978.41,73570.0,303.0,26.89153187440533,6.52940594059406
050636,PALOMAR MEDICAL CENTER POWAY,CA,41740.0,41740,2023-07-01,2024-06-30,995.78,21553.0,119.0,46.201456873753074,8.367899159663866
050736,MONTEREY PARK HOSPITAL,CA,31084.0,31084,2023-07-01,2024-06-30,299.84,15601.0,101.0,19.219280815332347,2.9687128712871287
050737,GARFIELD MEDICAL CENTER,CA,31084.0,31084,2023-07-01,2024-06-30,808.51,45386.0,182.0,17.81408363812629,4.4423626373626375
050738,GREATER EL MONTE COMMUNITY HOSPITAL,CA,31084.0,31084,2023-07-01,2024-06-30,235.32,11416.0,104.0,20.613174491941134,2.2626923076923076
051305,MAYERS MEMORIAL HOSPITAL,CA,39820.0,39820,2023-07-01,2024-06-30,183.23,2126.0,16.0,86.18532455315145,11.451875
051311,BIGGS-GRIDLEY MEMORIAL HOSPITAL,CA,17020.0,17020,2023-07-01,2024-06-30,138.73,6089.0,24.0,22.78370832649039,5.7804166666666665
051314,KERN VALLEY HEALTHCARE DISTRICT,CA,12540.0,12540,2023-07-01,2024-06-30,173.31,1598.0,24.0,108.45431789737171,7.22125
060031,PENROSE HOSPITAL,CO,17820.0,17820,2023-07-01,2024-06-30,2316.45,115067.0,484.0,20.13131479920394,4.786053719008264
100001,SHANDS JACKSONVILLE MEDICAL CENTER,FL,27260.0,27260,2023-07-01,2024-06-30,4582.4,159228.0,462.0,28.778857989800787,9.918614718614718
100084,LEESBURG REGIONAL MEDICAL CENTER INC,FL,36740.0,36740,2023-07-01,2024-06-30,1182.29,78232.0,330.0,15.112613764188566,3.5826969696969697
102009,KINDRED HOSPITAL BAY AREA,FL,45300.0,45300,2023-09-01,2024-08-31,256.6,25957.0,133.0,9.885579997688486,1.9293233082706769
120026,PALI MOMI MEDICAL CENTER,HI,46520.0,46520,2023-07-01,2024-06-30,977.02,37065.0,118.0,26.35963847295292,8.279830508474577
121301,KAU HOSPITAL,HI,99912.0,99912,2023-07-01,2024-06-30,78.08,6108.0,21.0,12.78323510150622,3.718095238095238
121307,HALE HOOLA HAMAKUA,HI,99912.0,99912,2023-07-01,2024-06-30,68.46,2505.0,11.0,27.329341317365266,6.223636363636363
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,30300.0,30300,2023-07-01,2024-06-30,490.39,10273.0,108.0,47.73581232356663,4.540648148148148
140115,THOREK MEMORIAL HOSPITAL,IL,16984.0,16984,2023-07-01,2024-06-30,275.56,17474.0,156.0,15.769715005150509,1.7664102564102564
143025,SCHWAB REHAB HOSP & CARE NETWORK,IL,16984.0,16984,2023-07-01,2024-06-30,205.36,16757.0,54.0,12.255176940979888,3.802962962962963
150011,MARION GENERAL HOSPITAL,IN,99915.0,99915,2023-07-01,2024-06-30,699.43,15021.0,95.0,46.56347779774982,7.3624210526315785
150115,MEMORIAL HOSP & HEALTH CARE CTR,IN,99915.0,99915,2023-07-01,2024-06-30,929.64,11345.0,96.0,81.94270603790216,9.68375
180018,ST. CLAIRE MEDICAL CENTER,KY,99918.0,99918,2023-07-01,2024-06-30,954.48,20280.0,100.0,47.06508875739645,9.5448
181309,CASEY COUNTY HOSPITAL,KY,99918.0,99918,2023-07-01,2024-06-30,185.79,7742.0,24.0,23.99767501937484,7.74125
181325,JANE TODD CRAWFORD HOSPITAL,KY,99918.0,99918,2023-07-01,2024-06-30,182.97,6393.0,25.0,28.620366025340218,7.3187999999999995
210033,CARROLL HOSPITAL CENTER,MD,12580.0,12580,2023-07-01,2024-06-30,1038.19,45957.0,164.0,22.590464999891203,6.330426829268293
210064,LEVINDAL HEBREW GER. CTR. & HOSPT.,MD,12580.0,12580,2023-07-01,2024-06-30,255.73,30855.0,120.0,8.288121860314373,2.131083333333333
230029,TRINITY HEALTH OAKLAND,MI,47664.0,47664,2023-07-01,2024-06-30,2301.35,84774.0,310.0,27.14688465803194,7.423709677419355
230053,HENRY FORD HOSPITAL,MI,19804.0,19804,2023-01-01,2023-12-31,11191.0,194930.0,676.0,57.410352434207155,16.55473372781065
230132,HURLEY MEDICAL CENTER,MI,22420.0,22420,2023-07-01,2024-06-30,2267.07,86860.0,362.0,26.100276306700437,6.262624309392265
240213,HEALTHEAST WOODWINDS HOSPITAL,MN,33460.0,33460,2023-01-01,2023-12-31,793.24,28756.0,86.0,27.585199610516067,9.223720930232558
241370,ST. GABRIELS HOSPITAL,MN,99924.0,99924,2023-07-01,2024-06-30,241.57,3012.0,25.0,80.20252324037185,9.662799999999999
241377,ST. FRANCIS MEDICAL CENTER,MN,99924.0,99924,2023-07-01,2024-06-30,84.81,1978.0,25.0,42.876643073811934,3.3924000000000003
260179,ST. LUKES HOSPITAL,MO,41180.0,41180,2023-07-01,2024-06-30,2475.18,66346.0,390.0,37.30714737889247,6.346615384615384
281313,GOTHENBURG MEMORIAL HOSP,NE,99928.0,99928,2023-07-01,2024-06-30,148.06,1477.0,15.0,100.24373730534867,9.870666666666667
281333,ROCK COUNTY HOSPITAL,NE,99928.0,99928,2023-07-01,2024-06-30,72.48,527.0,15.0,137.53320683111954,4.832
281342,SAINT MARYS HOSPITAL,NE,99928.0,99928,2023-07-01,2024-06-30,108.19,2188.0,18.0,49.446983546617915,6.010555555555555
281346,CHI HEALTH PLAINVIEW,NE,99928.0,99928,2023-07-01,2024-06-30,35.36,985.0,15.0,35.89847715736041,2.3573333333333335
281349,PENDER COMMUNITY HOSPITAL DISTRICT,NE,99928.0,99928,2023-07-01,2024-06-30,130.97,1150.0,21.0,113.88695652173914,6.236666666666666
281356,PERKINS COUNTY HEALTH SERVICES,NE,99928.0,99928,2023-07-01,2024-06-30,115.01,1058.0,20.0,108.70510396975426,5.750500000000001
290008,NORTHEASTERN NEVADA REGIONAL HOSPITA,NV,99929.0,99929,2023-07-01,2024-06-30,203.32,3714.0,59.0,54.744211093161006,3.4461016949152543
294002,SOUTHERN NEVADA ADULT MENTAL HEALTH,NV,29820.0,29820,2023-07-01,2024-06-30,673.15,60459.0,289.0,11.133991630691874,2.3292387543252593
310060,ST LUKES WARREN HOSPITAL,NJ,10900.0,10900,2023-07-01,2024-06-30,681.11,19307.0,92.0,35.27787848966696,7.403369565217392
314011,UNIVERSITY BEHAVIORAL HEALTHCARE,NJ,35154.0,35154,2023-07-01,2024-06-30,956.42,14768.0,64.0,64.76300108342362,14.9440625
344016,BRYNN MARR HOSPITAL,NC,27340.0,27340,2023-07-01,2024-06-30,182.83,22442.0,84.0,8.146778361999823,2.176547619047619
344023,JULIAN F KEITH - ADATC,NC,11700.0,11700,2023-07-01,2024-06-30,192.0,15899.0,80.0,12.076231209510032,2.4
351303,GARRISON MEMORIAL HOSPITAL,ND,99935.0,99935,2023-07-01,2024-06-30,42.0,1165.0,22.0,36.05150214592275,1.9090909090909092
363306,DAYTON CHILDRENS HOSPITAL,OH,19430.0,19430,2023-07-01,2024-06-30,3369.04,36997.0,182.0,91.06251858258778,18.51120879120879
374026,TULSA CENTER FOR BEHAVIORAL HEALTH,OK,46140.0,46140,2023-07-01,2024-06-30,161.0,16086.0,56.0,10.008703220191471,2.875
380027,MERCY MEDICAL CENTER,OR,99938.0,99938,2023-07-01,2024-06-30,854.82,26117.0,162.0,32.73040548301873,5.276666666666667
390012,LANSDALE HOSPITAL,PA,33874.0,33874,2023-07-01,2024-06-30,408.42,25489.0,140.0,16.02338263564675,2.9172857142857143
390062,NASON HOSPITAL,PA,11020.0,11020,2023-07-01,2024-06-30,216.46,5911.0,45.0,36.61986127558789,4.810222222222222
390164,UPMC - PRESBYTERIAN SHADYSIDE,PA,38300.0,38300,2023-07-01,2024-06-30,8828.92,301649.0,1120.0,29.268852209024395,7.882964285714285
390173,INDIANA REGIONAL MEDICAL CENTER,PA,99939.0,99939,2023-07-01,2024-06-30,849.23,20955.0,134.0,40.526366022429016,6.337537313432836
390196,AMERICAN ONCOLOGIC HOSPIAL,PA,37964.0,37964,2023-07-01,2024-06-30,1052.0,22024.0,100.0,47.76607337450055,10.52
390199,PUNXSUTAWNEY AREA HOSPITAL,PA,99939.0,99939,2023-07-01,2024-06-30,312.64,5813.0,44.0,53.78290039566488,7.1054545454545455
390228,ST. CLAIR MEMORIAL HOSPITAL,PA,38300.0,38300,2023-07-01,2024-06-30,1550.63,56933.0,294.0,27.23604939138988,5.2742517006802725
391302,MEYERSDALE COMMUNITY HOSPITAL,PA,99939.0,99939,2023-07-01,2024-06-30,81.9,1445.0,20.0,56.67820069204153,4.095000000000001
394034,THE HORSHAM CLINIC,PA,33874.0,33874,2023-07-01,2024-06-30,440.9,68964.0,206.0,6.393190650194303,2.1402912621359222
403301,UNIVERSITY PEDIATRIC HOSPITAL,PR,,,2023-07-01,2024-06-30,,,,,
424005,BRYAN PSYCHIATRIC HOSPITAL,SC,17900.0,17900,2023-07-01,2024-06-30,641.37,104062.0,378.0,6.163344928984644,1.6967460317460317
424011,HARRIS PSYCHIATRIC HOSPITAL,SC,17900.0,17900,2023-07-01,2024-06-30,277.38,35612.0,98.0,7.788947545771088,2.830408163265306
444003,RIDGEVIEW PSYCHIATRIC HOSPITAL,TN,28940.0,28940,2023-07-01,2024-06-30,262.4,2288.0,16.0,114.68531468531468,16.4
450034,CHRISTUS HOSPITAL,TX,13140.0,13140,2023-07-01,2024-06-30,1653.02,74955.0,353.0,22.05349876592622,4.6827762039660055
450154,VAL VERDE REGIONAL MEDICAL CENTER,TX,99945.0,99945,2023-07-01,2024-06-30,702.25,6600.0,47.0,106.40151515151516,14.941489361702128
450165,METHODIST HOSPITAL SOUTH,TX,41700.0,41700,2023-07-01,2024-06-30,142.1,4292.0,67.0,33.10810810810811,2.1208955223880595
460043,OREM COMMUNITY HOSPITAL,UT,39340.0,39340,2023-01-01,2023-12-31,135.29,2450.0,24.0,55.220408163265304,5.637083333333333
461300,DELTA COMMUNITY HOSPITAL,UT,99946.0,99946,2023-01-01,2023-12-31,59.9,734.0,18.0,81.60762942779292,3.3277777777777775
490104,HIRAM W DAVIS MEDICAL CENTER - MS,VA,40060.0,40060,2023-07-01,2024-06-30,2.89,887.0,4.0,3.258173618940248,0.7225
494017,SOUTHERN VIRGINIA MENTAL HEALTH INST,VA,99949.0,99949,2023-07-01,2024-06-30,76.3,25203.0,72.0,3.027417370947903,1.0597222222222222
500039,HARRISON MEDICAL CENTER,WA,14740.0,14740,2023-07-01,2024-06-30,1610.36,82977.0,238.0,19.407305638911986,6.766218487394958
500041,ST. JOHN MEDICAL CENTER,WA,31020.0,31020,2023-07-01,2024-06-30,1307.96,32550.0,146.0,40.18310291858679,8.9586301369863
500051,OVERLAKE HOSPITAL MEDICAL CENTER,WA,42644.0,42644,2023-07-01,2024-06-30,2875.27,71252.0,303.0,40.353533935889516,9.4893399339934
511322,SUMMERSVILLE REGIONAL MED CENTER,WV,99951.0,99951,2023-01-01,2023-12-31,337.0,6641.0,25.0,50.74536967324198,13.48
514009,MILDRED MITCHELL-BATEMAN HOSPITAL,WV,26580.0,26580,2023-07-01,2024-06-30,285.89,34131.0,110.0,8.376256189387947,2.5989999999999998
514012,WILLIAM R SHARPE JR HOSPITAL,WV,99951.0,99951,2023-07-01,2024-06-30,383.02,51069.0,200.0,7.500048953376803,1.9150999999999998
520030,ASPIRUS WAUSAU HOSPITAL,WI,48140.0,48140,2023-07-01,2024-06-30,2008.9,65687.0,239.0,30.58291594988354,8.405439330543933
530015,ST. JOHNS HOSPITAL,WY,99953.0,99953,2023-07-01,2024-06-30,705.94,6824.0,48.0,103.44958968347011,14.707083333333335
030024,ST. JOSEPHS HOSPITAL & MEDICAL CTR,AZ,38060.0,38060,2023-07-01,2024-06-30,4706.19,170594.0,531.0,27.58707809184379,8.862881355932203
041322,FULTON COUNTY HOSPITAL,AR,99904.0,99904,2023-07-01,2024-06-30,143.94,2393.0,25.0,60.15043877977434,5.7576
050054,SAN GORGONIO MEMORIAL,CA,40140.0,40140,2023-07-01,2024-06-30,492.81,8132.0,79.0,60.60132808657157,6.238101265822785
100039,BROWARD HEALTH MEDICAL CENTER,FL,22744.0,22744,2023-07-01,2024-06-30,2868.81,142733.0,572.0,20.099136149313754,5.015402097902098
102024,SSH - PENSACOLA INC,FL,37860.0,37860,2022-10-01,2023-03-31,114.56,10848.0,74.0,10.56047197640118,1.548108108108108
120001,THE QUEENS MEDICAL CENTER,HI,46520.0,46520,2023-07-01,2024-06-30,4836.26,225174.0,674.0,21.47787932887456,7.17545994065282
121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,HI,99912.0,99912,2023-07-01,2024-06-30,72.64,153.0,5.0,474.7712418300654,14.528
140155,PRESENCE ST. MARYS HOSPITAL,IL,28100.0,28100,2023-07-01,2024-06-30,412.54,18787.0,169.0,21.958801298770428,2.4410650887573966
161309,CHI HEALTH - MISSOURI VALLEY,IA,36540.0,36540,2023-07-01,2024-06-30,98.73,2351.0,25.0,41.994895789025946,3.9492000000000003
161314,GUTHRIE COUNTY HOSPITAL,IA,19780.0,19780,2023-07-01,2024-06-30,110.13,832.0,25.0,132.36778846153845,4.4052
171313,KEARNY COUNTY HOSPITAL,KS,99917.0,99917,2023-07-01,2024-06-30,118.4,2393.0,21.0,49.47764312578354,5.6380952380952385
190114,HOMER MEMORIAL HOSPITAL,LA,99919.0,99919,2023-07-01,2024-06-30,205.89,4503.0,37.0,45.72285143237841,5.5645945945945945
191325,LADY OF SEA HOSPTAL,LA,26380.0,26380,2023-07-01,2024-06-30,131.75,23.0,10.0,5728.260869565218,13.175
230070,COVENANT MEDICAL CENTER,MI,40980.0,40980,2023-07-01,2024-06-30,3665.7,121305.0,464.0,30.218869791022627,7.900215517241379
250036,GEORGE COUNTY HOSPITAL,MS,99925.0,99925,2022-10-01,2023-09-30,258.0,2716.0,39.0,94.99263622974962,6.615384615384615
251329,GREENE COUNTY HOSPITAL,MS,99925.0,99925,2022-10-01,2023-09-30,48.72,900.0,7.0,54.13333333333333,6.96
263027,RUSK REHABILITATION HOSPITAL  AN AFF,MO,17860.0,17860,2023-09-01,2024-08-31,142.35,16227.0,60.0,8.772416343131816,2.3725
264008,CENTER FOR BEHAVIORAL MEDICINE,MO,28140.0,28140,2023-07-01,2024-06-30,152.58,20452.0,65.0,7.460395071386662,2.3473846153846156
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,NE,99928.0,99928,2023-07-01,2024-06-30,33.25,54.0,14.0,615.7407407407406,2.375
313035,ENCOMPASS HEALTH REHABILITATION HOSP,NJ,35154.0,35154,2023-09-01,2024-08-31,150.78,16996.0,60.0,8.871499176276771,2.513
351315,OAKES COMMUNITY HOSPITAL,ND,99935.0,99935,2023-07-01,2024-06-30,23.29,684.0,20.0,34.049707602339176,1.1644999999999999
351333,MERCY HOSPITAL,ND,99935.0,99935,2023-07-01,2024-06-30,92.21,2949.0,25.0,31.268226517463546,3.6883999999999997
351336,ST JOSEPHS HOSPITAL & HEALTH CTR,ND,99935.0,99935,2023-07-01,2024-06-30,139.0,4817.0,25.0,28.856134523562382,5.56
370023,DUNCAN REGIONAL HOSPITAL,OK,99937.0,99937,2023-07-01,2024-06-30,636.55,17133.0,86.0,37.15344656510827,7.401744186046511
390037,HERITAGE VALLEY SEWICKLEY,PA,38300.0,38300,2023-07-01,2024-06-30,850.72,17548.0,220.0,48.47959881467974,3.866909090909091
390324,PHYSICIANS CARE SURGICAL HOSPITAL,PA,33874.0,33874,2023-07-01,2024-06-30,94.3,558.0,12.0,168.9964157706093,7.858333333333333
391305,TROY COMMUNITY HOSPITAL,PA,99939.0,99939,2023-07-01,2024-06-30,119.15,6108.0,25.0,19.507203667321544,4.766
391317,MINERS HOSPITAL,PA,27780.0,27780,2023-07-01,2024-06-30,91.79,1683.0,25.0,54.539512774806894,3.6716
450193,CHI ST LUKES HEALTH BAYLOR MED CTR,TX,26420.0,26420,2023-07-01,2024-06-30,3447.91,162994.0,648.0,21.153600746039732,5.320848765432099
453053,ENCOMPASS HEALTH REHABILITATION HOSP,TX,45500.0,45500,2023-09-01,2024-08-31,137.25,12339.0,60.0,11.12326768781911,2.2875
453057,ENCOMPASS HEALTH REHABILITATION HOSP,TX,33260.0,33260,2023-09-01,2024-08-31,260.81,29267.0,106.0,8.911401920251478,2.4604716981132078
500005,VIRGINIA MASON MEDICAL CENTER,WA,42644.0,42644,2023-07-01,2024-06-30,4090.19,63750.0,222.0,64.1598431372549,18.42427927927928
501329,UNITED GENERAL MEDICAL CENTER,WA,34580.0,34580,2023-07-01,2024-06-30,298.79,6369.0,25.0,46.91317318260324,11.951600000000001
521315,MCHS NORTHLAND,WI,99952.0,99952,2023-01-01,2023-12-31,212.86,4016.0,25.0,53.00298804780877,8.5144
521340,MCHS-RED CEDAR,WI,99952.0,99952,2023-01-01,2023-12-31,311.92,5419.0,25.0,57.560435504705666,12.4768
521357,MERCY WALWORTH HOSPITAL,WI,99952.0,99952,2023-07-01,2024-06-30,281.37,3063.0,25.0,91.86092066601371,11.2548
530002,CAMPBELL COUNTY MEMORIAL HOSPITAL,WY,99953.0,99953,2023-07-01,2024-06-30,772.25,9155.0,66.0,84.35281267067177,11.700757575757576
531316,MEMORIAL HOSPITAL OF CARBON COUNTY,WY,99953.0,99953,2023-07-01,2024-06-30,175.76,1373.0,25.0,128.01165331391115,7.030399999999999
670085,TEXAS HEALTH ALLIANCE,TX,23104.0,23104,2023-07-01,2024-06-30,593.77,25914.0,151.0,22.913097167554216,3.932251655629139
020024,CENTRAL PENINSULA GENERAL HOSPITAL,AK,99902.0,99902,2023-07-01,2024-06-30,1116.35,15356.0,49.0,72.69796822089084,22.782653061224487
030007,VERDE VALLEY MEDICAL CENTER,AZ,39150.0,39150,2023-07-01,2024-06-30,600.6,17231.0,87.0,34.85578318147525,6.903448275862069
040084,SALINE MEMORIAL HOSPITAL,AR,30780.0,30780,2023-07-01,2024-06-30,462.29,13952.0,131.0,33.13431766055046,3.528931297709924
041326,DELTA MEMORIAL HOSPITAL,AR,99904.0,99904,2023-07-01,2024-06-30,125.24,3168.0,25.0,39.532828282828284,5.0096
043031,CHI ST. VINCENT SHERWOOD REHABILITAT,AR,30780.0,30780,2023-09-01,2024-08-31,214.56,27171.0,83.0,7.896654521364691,2.5850602409638554
050112,SANTA MONICA UCLA MEDICAL CENTER,CA,31084.0,31084,2023-07-01,2024-06-30,2378.68,87713.0,281.0,27.11889913695803,8.465053380782917
060107,NATIONAL JEWISH HEALTH,CO,19740.0,19740,2023-07-01,2024-06-30,1422.0,465.0,13.0,3058.064516129032,109.38461538461539
074012,SOUTHWEST CT MENTAL HEALTH SYSTEM,CT,14860.0,14860,2023-07-01,2024-06-30,458.0,22394.0,62.0,20.451906760739483,7.387096774193548
140007,PRESENCE ST. JOSEPH MEDICAL CENTER,IL,16984.0,16984,2023-07-01,2024-06-30,959.98,71909.0,425.0,13.349928381704654,2.258776470588235
140018,MOUNT SINAI HOSPITAL MEDICAL CENTER,IL,16984.0,16984,2023-07-01,2024-06-30,1240.0,50666.0,236.0,24.474006236924172,5.254237288135593
