Facility ID,Facility Name,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Safety Group Measure Count,READM Group Measure Count,Pt Exp Group Measure Count,TE Group Measure Count
400011,"HOSPITAL MENONITA HUMACAO, INC",PR,792,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,PR,936,Acute Care Hospitals,Voluntary non-profit - Private,No,,,16,7,8,11,8,12
400013,HOSPITAL MENONITA DE CAYEY,PR,737,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
400014,BELLA VISTA HOSPITAL,PR,681,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12
400015,SAN JUAN MUNICIPAL HOSPITAL,PR,928,Acute Care Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
400016,AUXILIO MUTUO HOSPITAL,PR,918,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,17,7,8,11,8,12
400018,HOSPITAL MENONITA DE AIBONITO,PR,705,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
400019,HOSPITAL PAVIA SANTURCE,PR,910,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1.0,17,7,8,11,8,12
400021,HOSPITAL DE LA CONCEPCION,PR,683,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,17,7,8,11,8,12
400022,HOSPITAL DAMAS INC,PR,717,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12
400032,BAYAMON MEDICAL CENTER,PR,960,Acute Care Hospitals,Proprietary,Yes,Y,,16,7,8,11,8,12
40003F,SAN JUAN VA MEDICAL CENTER,PR,921,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,2.0,,7,8,11,8,12
400044,HOSPITAL EPISCOPAL SAN LUCAS II,PR,716,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
400048,HOSPITAL MENONITA GUAYAMA,PR,785,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
400061,HOSPITAL UNIVERSITARIO DE ADULTO,PR,927,Acute Care Hospitals,Government - State,Yes,,,16,7,8,11,8,12
400079,HOSPITAL  COMUNITARIO BUEN SAMARITANO INC,PR,603,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
400087,HOSPITAL PAVIA ARECIBO,PR,612,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400098,HOSPITAL SAN FRANCISCO,PR,923,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400102,DOCTORS' CENTER BAYAMON,PR,960,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400103,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,PR,682,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400104,HOSPITAL MENONITA CAGUAS INC,PR,725,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,PR,956,Acute Care Hospitals,Government - State,Yes,,,16,7,8,11,8,12
400106,METROPOLITAN HOSPITAL,PR,915,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400109,HOSPITAL ESPANOL AUXILIO MUTUO SAN PABLO,PR,961,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1.0,17,7,8,11,8,12
400110,HOSPITAL PAVIA YAUCO,PR,698,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400111,HOSPITAL SAN CARLOS BORROMEO,PR,676,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",PR,984,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
400113,HOSPITAL MENONITA PONCE,PR,780,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,PR,674,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
400115,CENTRO MEDICO WILMA N VAZQUEZ,PR,693,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400117,HOSPITAL METROPOLITANO  DR SUSONI,PR,612,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
400118,"DOCTORS' CENTER HOSPITAL, INC",PR,674,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
400120,HOSPITAL PAVIA CAGUAS,PR,725,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400122,PROFESSIONAL HOSPITAL GUAYNABO INC,PR,970,Acute Care Hospitals,Proprietary,Yes,,,5,Not Available,Not Available,Not Available,Not Available,Not Available
400123,HOSPITAL PEREA,PR,681,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400124,CENTRO CARDIOVASCULAR DE PUERTO RICO Y EL CARIBE,PR,936,Acute Care Hospitals,Government - State,Yes,,,16,7,8,11,8,12
400126,HOSPITAL METROPOLITANO DE SAN GERMAN,PR,683,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400127,ASEM,PR,935,Acute Care Hospitals,Government - State,Yes,,,16,7,8,11,8,12
400128,"HOSPITAL PAVIA HATO REY, INC",PR,919,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400130,HOSPITAL METROPOLITANO DE LA MONTANA,PR,641,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400131,CARIBBEAN MEDICAL CENTER,PR,738,Acute Care Hospitals,Proprietary,Yes,,,5,Not Available,Not Available,Not Available,Not Available,Not Available
400132,DOCTORS CENTER HOSPITAL  CAROLINA LLC,PR,979,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400134,THE SAN JORGE HOSPITAL INC,PR,912,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400135,HOSPITAL DEL CENTRO COMPRENSIVO DE CANCER,PR,921,Acute Care Hospitals,Government - State,Yes,,,16,7,8,11,8,12
400136,HOSPITAL SAN ANTONIO INC,PR,680,Acute Care Hospitals,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
400137,DOCTORS CENTER HOSPITAL ORLANDO HEALTH DORADO,PR,646,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
400138,PUERTO RICO WOMEN AND CHILDREN HOSPITAL LLC,PR,959,Acute Care Hospitals,Proprietary,Yes,,,5,Not Available,Not Available,Not Available,Not Available,Not Available
400139,HOSPITAL EPISCOPAL  SAN LUCAS METRO,PR,928,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
403301,UNIVERSITY PEDIATRIC HOSPITAL,PR,935,Childrens,Government - State,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
404004,FIRST HOSPITAL PANAMERICANO,PR,739,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
404005,SAN JUAN CAPESTRANO  HOSPITAL INC,PR,928,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
404007,HOSPITAL METROPOLITANO  PSIQUIATRICO DE CABO ROJO,PR,623,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
404009,CENTRO DE SALUD CONDUCTUAL MENONITA-CIMA,PR,705,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
410004,ROGER WILLIAMS MEDICAL CENTER,RI,2908,Acute Care Hospitals,Proprietary,Yes,,3.0,,7,8,11,8,12
410005,OUR LADY OF FATIMA HOSPITAL,RI,2904,Acute Care Hospitals,Proprietary,Yes,,4.0,,7,8,11,8,12
410006,NEWPORT HOSPITAL,RI,2840,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
410007,RHODE ISLAND HOSPITAL,RI,2902,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
410008,SOUTH COUNTY HOSPITAL INC,RI,2879,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
410009,KENT COUNTY MEMORIAL HOSPITAL,RI,2886,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,RI,2905,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
410011,LANDMARK MEDICAL CENTER,RI,2895,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
410012,THE MIRIAM HOSPITAL,RI,2906,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12
410013,WESTERLY HOSPITAL,RI,2891,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,5.0,,7,8,11,8,12
41005F,PROVIDENCE VA MEDICAL CENTER,RI,2908,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3.0,,7,8,11,8,12
414000,BUTLER HOSPITAL,RI,2906,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
414003,EMMA PENDLETON BRADLEY HOSPITAL,RI,2915,Psychiatric,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
420002,PIEDMONT MEDICAL CENTER,SC,29732,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
420004,MUSC MEDICAL CENTER,SC,29425,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
420005,MCLEOD MEDICAL CENTER - DILLON,SC,29536,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
420007,SPARTANBURG MEDICAL CENTER,SC,29303,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2.0,,7,8,11,8,12
420009,PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,SC,29672,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,SC,29550,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
420011,CANNON MEMORIAL HOSPITAL,SC,29671,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
420015,PRISMA HEALTH BAPTIST EASLEY HOSPITAL,SC,29640,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12
420018,PRISMA HEALTH RICHLAND HOSPITAL,SC,29203,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
420019,MUSC HEALTH CHESTER MEDICAL CENTER,SC,29706,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
420020,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,SC,29440,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12
420023,ST FRANCIS-DOWNTOWN,SC,29601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
420026,MUSC HEALTH COLUMBIA MEDICAL CENTER DOWNTOWN,SC,29204,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
420027,ANMED HEALTH,SC,29621,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
420030,COLLETON MEDICAL CENTER,SC,29488,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
420033,PRISMA HEALTH GREER MEMORIAL HOSPITAL,SC,29306,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12
420036,MUSC HEALTH LANCASTER MEDICAL CENTER,SC,29720,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
420037,PRISMA HEALTH HILLCREST HOSPITAL,SC,29681,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12
420038,PRISMA HEALTH LAURENS COUNTY HOSPITAL,SC,29325,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12
420043,CHEROKEE MEDICAL CENTER,SC,29340,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2.0,,7,8,11,8,12
420048,KERSHAWHEALTH,SC,29020,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
420049,CONWAY MEDICAL CENTER,SC,29526,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,SC,29506,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,SC,29108,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12
420055,MUSC HEALTH MARION MEDICAL CENTER,SC,29574,Acute Care Hospitals,Government - State,Yes,,3.0,,7,8,11,8,12
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,SC,29414,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,SC,29902,Acute Care Hospitals,Government - Local,Yes,Y,3.0,,7,8,11,8,12
420070,PRISMA HEALTH TUOMEY HOSPITAL,SC,29150,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
420071,SELF REGIONAL HEALTHCARE,SC,29646,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
420072,HAMPTON REGIONAL MEDICAL CENTER,SC,29944,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
420073,LEXINGTON MEDICAL CENTER,SC,29169,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4.0,,7,8,11,8,12
420078,PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,SC,29605,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4.0,,7,8,11,8,12
420079,TRIDENT MEDICAL CENTER,SC,29406,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
420080,HILTON HEAD REGIONAL MEDICAL CENTER,SC,29926,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12
420082,AIKEN REGIONAL MEDICAL CENTER,SC,29801,Acute Care Hospitals,Proprietary,Yes,Y,1.0,,7,8,11,8,12
420085,GRAND STRAND REGIONAL MEDICAL CENTER,SC,29572,Acute Care Hospitals,Proprietary,Yes,Y,2.0,,7,8,11,8,12
420086,PRISMA HEALTH BAPTIST,SC,29220,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12
420087,ROPER HOSPITAL,SC,29401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12
420089,EAST COOPER MEDICAL CENTER,SC,29464,Acute Care Hospitals,Proprietary,Yes,Y,5.0,,7,8,11,8,12
420091,MUSC HEALTH FLORENCE MEDICAL CENTER,SC,29505,Acute Care Hospitals,Government - State,Yes,Y,2.0,,7,8,11,8,12
420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,SC,29576,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
42009F,NH Beaufort,SC,29902,Acute Care - Department of Defense,Department of Defense,No,,,22,Not Available,Not Available,Not Available,Not Available,Not Available
420101,COASTAL CAROLINA HOSPITAL,SC,29927,Acute Care Hospitals,Proprietary,Yes,Y,4.0,,7,8,11,8,12
420102,PRISMA HEALTH  PATEWOOD HOSPITAL,SC,29615,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4.0,,7,8,11,8,12
420103,PELHAM MEDICAL CENTER,SC,29651,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,5.0,,7,8,11,8,12
420104,MOUNT PLEASANT HOSPITAL,SC,29466,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,5.0,,7,8,11,8,12
420105,MCLEOD LORIS  HOSPITAL,SC,29569,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4.0,,7,8,11,8,12
420106,PRISMA HEALTH BAPTIST PARKRIDGE,SC,29212,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
420107,MCLEOD HEALTH CHERAW,SC,29520,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
420108,UNION MEDICAL CENTER,SC,29379,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
420109,MCLEOD HEALTH CLARENDON,SC,29102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
420110,ROPER ST FRANCIS HOSPITAL-BERKELEY INC,SC,29486,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12
42011F,COLUMBIA SC VA MEDICAL CENTER,SC,29209,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5.0,,7,8,11,8,12
42029F,CHARLESTON VA MEDICAL CENTER,SC,29401,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5.0,,7,8,11,8,12
421300,ALLENDALE COUNTY HOSPITAL,SC,29827,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
421301,ABBEVILLE AREA MEDICAL CENTER,SC,29620,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
421304,EDGEFIELD COUNTY HEALTHCARE AN AFFILIATE OF SELF R,SC,29384,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
423300,SHRINERS HOSPITALS FOR CHILDREN,SC,29605,Childrens,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
424002,LIGHTHOUSE BEHAVIORAL HEALTH HOSPITAL,SC,29526,Psychiatric,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
424005,G WERBER BRYAN PSYCH HOSP,SC,29203,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
424006,PALMETTO LOWCOUNTRY BEHAVIORAL HEALTH,SC,29405,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
424007,SPRINGBROOK BEHAVIORAL HEALTH SYSTEM,SC,29690,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
424008,THREE RIVERS BEHAVIORAL HEALTH,SC,29169,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
424010,"CAROLINA CTR FOR BEHAVIORAL HEALTH,THE",SC,29650,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
424011,PATRICK B HARRIS PSYCHIATRIC HOSPITAL,SC,29622,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
424014,REBOUND BEHAVIORAL HEALTH,SC,29720,Psychiatric,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
430005,"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",SD,57201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
430008,BROOKINGS HEALTH SYSTEM,SD,57006,Acute Care Hospitals,Government - Local,Yes,Y,4.0,,7,8,11,8,12
430012,AVERA SACRED HEART HOSPITAL,SD,57078,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
430014,AVERA ST LUKES,SD,57401,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5.0,,7,8,11,8,12
430015,AVERA ST MARY'S HOSPITAL,SD,57501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,SD,57117,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
430027,SANFORD USD MEDICAL CENTER,SD,57117,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
43002F,VA BLACK HILLS HEALTHCARE SYSTEM,SD,57741,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4.0,,7,8,11,8,12
430048,MONUMENT HEALTH SPEARFISH HOSPITAL,SD,57783,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
43005F,SIOUX FALLS VA MEDICAL CENTER,SD,57117,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5.0,,7,8,11,8,12
430077,MONUMENT HEALTH RAPID CITY HOSPITAL,SD,57701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
430084,PHS INDIAN HOSPITAL AT ROSEBUD,SD,57570,Acute Care Hospitals,Government - Federal,Yes,,,16,7,8,11,8,12
430089,DUNES SURGICAL HOSPITAL,SD,57049,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12
430090,SIOUX FALLS SPECIALTY HOSPITAL,SD,57105,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12
430091,BLACK HILLS SURGICAL HOSPITAL LLC,SD,57703,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12
430093,SAME DAY SURGERY CENTER LLC,SD,57701,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SD,57108,Acute Care Hospitals,Proprietary,Yes,,5.0,,7,8,11,8,12
430097,SANFORD MEDICAL CENTER ABERDEEN,SD,57402,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
430098,PINE RIDGE IHS HOSPITAL,SD,57770,Acute Care Hospitals,Government - Federal,Yes,Y,,16,7,8,11,8,12
430099,REHAB & CRITICAL CARE HOSPITAL OF THE BLACK HILLS,SD,57701,Acute Care Hospitals,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
431300,MADISON REGIONAL HEALTH SYSTEM,SD,57042,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431301,FAULKTON AREA MEDICAL CENTER,SD,57438,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431302,AVERA MISSOURI RIVER HEALTH CENTER,SD,57442,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431305,DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH,SD,57313,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431306,PLATTE HEALTH CENTER,SD,57369,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431307,SANFORD CLEAR LAKE MEDICAL CENTER,SD,57226,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431308,EUREKA COMMUNITY HEALTH SERVICES - CAH,SD,57437,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
431309,COMMUNITY MEMORIAL HOSPITAL,SD,57523,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431310,AVERA FLANDREAU HOSPITAL - CAH,SD,57028,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431311,SANFORD HOSPITAL WEBSTER - CAH,SD,57274,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431312,MARSHALL COUNTY HEALTHCARE CENTER - CAH,SD,57430,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431313,FREEMAN MEDICAL CENTER - CAH,SD,57029,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431314,BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH,SD,57551,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431315,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH,SD,57380,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431316,COMMUNITY MEMORIAL HOSPITAL,SD,57469,Critical Access Hospitals,Government - Local,No,,,16,7,8,11,8,12
431317,LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,SD,57059,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431318,BOWDLE HOSPITAL - CAH,SD,57428,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
431319,HANS P PETERSON MEMORIAL HOSPITAL - CAH,SD,57567,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431320,MONUMENT HEALTH LEAD-DEADWOOD HOSPITAL,SD,57732,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431321,MONUMENT HEALTH STURGIS HOSPITAL,SD,57785,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
431322,FALL RIVER HOSPITAL - CAH,SD,57747,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
431323,MONUMENT HEALTH CUSTER HOSPITAL,SD,57730,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,SD,57382,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431325,MOBRIDGE REGIONAL HOSPITAL - CAH,SD,57601,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431326,MILBANK AREA HOSPITAL/AVERA HEALTH,SD,57252,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431327,ST MICHAEL'S HOSPITAL - CAH,SD,57066,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
431328,PIONEER MEMORIAL HOSPITAL - CAH,SD,57070,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431329,SANFORD CHAMBERLAIN MEDICAL CENTER,SD,57325,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431330,AVERA ST BENEDICT HEALTH CENTER - CAH,SD,57366,Critical Access Hospitals,Voluntary non-profit - Private,No,,,16,7,8,11,8,12
431331,AVERA DELLS AREA HOSPITAL  - CAH,SD,57022,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431332,AVERA DE SMET MEMORIAL HOSPITAL - CAH,SD,57231,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431333,SANFORD CANTON-INWOOD MEDICAL CENTER - CAH,SD,57013,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431334,WINNER REGIONAL HEALTHCARE CENTER - CAH,SD,57580,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431335,HURON REGIONAL MEDICAL CENTER,SD,57350,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
431336,SANFORD VERMILLION HOSPITAL,SD,57069,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
